S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
2,3,17.11,2.36,728.25,842.85,0.96,0,2,0.96,1
1,3,15.46,-3.06,127.3,1083.54,0.49,1,0,0.56,-1
2,0,17.13,-3.82,198.04,165.99,0.9,1,0,0.67,-1
1,3,13.07,-1.98,495.86,702.9,0.39,1,2,0.44,-1
1,2,12.65,-1.29,117.16,356.85,0.71,0,1,0.71,-1
1,0,10.35,1.39,1192.61,448.04,0.68,1,0,0.03,1
2,3,16.38,0.04,1111.04,679.34,0.13,0,2,0.13,1
1,2,15.76,0.76,360.08,224.12,0.68,1,2,0.66,-1
1,3,2.66,-0.24,840.03,784.37,0.77,0,1,0.77,-1
3,1,10.07,-4.02,278.23,687.45,0.08,0,3,0.08,1
3,0,9.93,0.97,533.16,1168.92,0.59,1,1,0.52,-1
1,0,3.94,-4.23,497.01,751.4,0.29,0,1,0.29,1
1,0,6.62,0.49,46.22,392.72,0.51,1,1,0.64,-1
3,1,16.66,-1.0,446.19,872.62,0.77,0,3,0.77,-1
3,1,15.84,2.68,462.18,208.45,0.72,0,3,0.72,-1
2,2,17.95,-4.0,970.6,658.93,0.08,1,2,0.78,1
1,1,13.91,-2.67,809.3,555.32,0.17,1,1,0.06,1
2,1,13.12,0.59,1109.29,1024.34,0.89,0,2,0.89,1
1,2,2.12,-4.41,458.33,124.22,0.1,1,0,0.19,1
1,2,10.09,-1.76,584.23,179.78,0.35,0,1,0.35,-1
3,0,2.14,-2.23,657.59,312.68,0.19,0,3,0.19,1
0,1,13.5,2.63,102.88,670.46,0.2,1,0,0.58,1
3,1,15.69,-1.93,773.91,813.78,0.37,1,2,0.74,-1
0,0,5.15,-4.43,467.62,872.21,0.44,0,0,0.44,-1
2,2,6.54,-0.47,793.66,709.51,0.17,1,1,0.63,-1
1,2,12.11,-4.39,1050.42,357.23,0.09,0,1,0.09,1
3,2,16.33,0.74,331.35,569.1,0.39,0,3,0.39,1
0,0,14.39,-0.19,1025.48,928.81,0.7,0,0,0.7,-1
0,3,10.72,1.35,549.99,236.61,0.57,0,0,0.57,-1
3,0,5.57,-1.75,583.0,673.76,0.01,0,3,0.01,1
1,0,2.68,-0.21,159.6,501.07,0.96,0,1,0.96,-1
1,0,12.07,-0.36,1094.9,902.02,0.75,0,1,0.75,-1
3,2,1.35,-4.25,923.17,1075.1,0.4,0,3,0.4,-1
2,3,8.19,1.12,388.02,73.11,0.26,0,2,0.26,1
1,0,15.36,2.1,107.66,696.2,0.3,0,1,0.3,1
0,1,15.0,-0.6,223.03,499.83,0.56,1,1,0.85,-1
3,1,4.74,0.51,470.14,66.32,0.36,1,0,0.03,1
1,1,11.92,2.11,1182.08,82.86,0.38,0,1,0.38,1
2,1,0.57,-4.55,92.0,939.66,0.53,1,0,0.32,-1
0,0,11.96,-4.35,140.71,51.97,0.27,1,2,1.0,-1
1,1,15.05,2.74,480.83,1025.71,0.32,1,0,0.75,1
2,3,1.32,0.34,432.63,107.68,0.64,0,2,0.64,-1
3,1,17.74,0.49,648.24,691.58,0.77,1,0,0.16,1
2,0,13.54,-3.19,247.28,575.0,0.59,1,1,0.53,-1
0,3,8.19,-0.99,1051.13,633.9,0.21,0,0,0.21,1
3,1,3.72,1.79,428.19,119.87,0.81,0,3,0.81,-1
1,0,14.97,-3.11,977.6,535.18,0.02,0,1,0.02,1
2,3,12.15,-2.57,150.83,245.88,0.26,0,2,0.26,1
2,0,11.35,-2.56,373.41,1003.33,0.65,1,0,0.58,-1
3,1,3.69,-2.04,21.2,1103.05,0.33,0,3,0.33,1
2,2,13.41,1.65,250.7,575.12,0.45,1,2,0.6,-1
2,0,17.27,-4.72,893.86,1044.83,0.46,1,0,0.98,-1
2,1,3.06,0.59,836.78,1021.07,0.54,0,2,0.54,-1
1,3,7.09,-2.65,651.12,803.64,0.91,1,1,0.1,-1
3,3,10.67,2.8,755.61,384.42,0.48,0,3,0.48,-1
0,1,1.32,-4.12,88.33,490.86,0.48,0,0,0.48,-1
1,3,17.59,-0.67,862.96,403.56,0.37,0,1,0.37,1
2,0,12.19,-1.75,749.02,1049.57,0.1,0,2,0.1,1
1,0,0.02,-4.86,1070.04,123.71,0.79,0,1,0.79,-1
1,0,11.7,-0.1,735.98,143.12,0.87,0,1,0.87,-1
2,3,2.64,-1.22,1147.99,63.38,0.05,0,2,0.05,1
3,2,12.41,-0.86,981.92,220.97,0.96,1,1,0.18,-1
0,2,14.0,-0.25,191.38,310.79,0.0,0,0,0.0,1
2,2,8.06,-0.77,522.46,251.04,0.5,1,0,0.08,-1
1,1,4.33,0.58,496.84,558.08,0.18,0,1,0.18,1
0,2,11.09,-0.62,902.92,275.86,0.46,1,2,0.27,-1
1,1,17.9,1.38,285.92,684.72,0.02,1,1,0.72,1
0,3,8.63,2.88,110.27,95.14,0.28,1,1,0.89,1
0,1,9.79,-0.61,66.1,547.67,0.31,1,2,0.89,-1
0,0,5.53,1.34,1151.51,151.39,0.07,0,0,0.07,1
0,0,11.75,-4.08,370.36,1119.34,0.6,1,1,0.69,-1
1,0,7.87,1.71,826.98,200.29,0.73,1,2,0.87,-1
1,2,12.24,-1.6,243.83,1167.3,0.46,1,2,0.97,-1
3,0,17.42,2.02,799.4,1111.25,0.49,1,0,1.0,1
0,2,14.09,-0.56,395.48,908.19,0.09,1,0,0.78,-1
2,0,17.85,-0.87,1037.27,866.08,0.29,0,2,0.29,1
0,0,17.75,-3.53,629.29,367.95,0.9,0,0,0.9,-1
0,2,16.18,-1.47,812.24,951.44,0.73,1,0,0.97,-1
1,3,9.09,-2.89,965.95,881.0,0.06,1,1,0.87,-1
3,1,9.68,-1.5,506.78,270.49,0.14,0,3,0.14,1
3,1,13.47,1.24,284.27,996.93,0.12,0,3,0.12,1
3,2,4.07,1.08,119.15,929.03,0.86,1,0,0.01,-1
0,3,4.14,-4.84,166.36,1018.35,0.26,0,0,0.26,1
1,1,3.45,1.87,89.24,536.42,0.96,0,1,0.96,-1
3,1,10.8,-3.35,1075.35,755.12,0.47,1,0,0.37,-1
2,1,4.99,1.79,485.86,572.7,0.32,1,2,0.98,-1
0,3,16.24,-3.31,901.65,427.82,0.02,1,0,0.62,1
2,3,9.66,-3.52,939.04,1078.44,0.46,1,2,0.99,-1
0,3,6.24,-1.18,97.68,1176.16,0.59,0,0,0.59,-1
3,2,14.96,2.34,265.87,230.52,0.99,1,2,0.82,-1
1,0,16.75,-2.28,819.21,827.34,0.56,1,2,0.44,-1
0,1,15.66,0.37,1087.63,379.03,0.55,0,0,0.55,-1
0,3,14.48,1.98,564.78,569.82,0.9,0,0,0.9,-1
3,2,13.03,-3.21,235.34,226.4,0.1,1,1,0.63,-1
3,2,10.84,0.4,31.84,743.76,0.82,0,3,0.82,-1
2,0,14.53,-1.13,859.33,967.22,0.83,1,2,0.22,-1
0,2,0.47,-4.72,846.99,548.49,0.19,0,0,0.19,1
0,1,7.2,0.39,351.32,94.3,0.13,0,0,0.13,1
1,1,4.39,-0.64,510.96,948.55,0.95,1,1,0.07,-1
1,1,17.5,-3.6,797.15,575.37,0.83,0,1,0.83,-1
0,3,7.11,-3.91,35.51,117.93,0.03,0,0,0.03,1
0,0,16.12,-3.26,1007.55,1024.51,0.21,0,0,0.21,1
0,3,15.08,0.79,781.64,1012.43,0.45,0,0,0.45,-1
2,1,10.81,1.31,530.4,266.92,0.97,1,1,0.69,-1
0,0,8.52,1.44,954.04,1048.08,0.55,1,0,0.56,-1
0,1,4.94,-2.04,652.2,509.62,0.93,1,1,0.1,-1
2,3,12.42,-0.76,678.52,759.96,0.97,0,2,0.97,-1
3,2,9.85,0.18,135.33,903.94,0.27,0,3,0.27,1
2,1,1.3,2.11,328.13,110.95,0.94,1,1,0.77,-1
0,3,9.46,0.48,668.23,650.45,0.42,0,0,0.42,-1
3,3,5.21,-4.97,252.07,872.03,0.35,0,3,0.35,-1
1,3,5.21,-0.01,898.82,1088.49,0.21,0,1,0.21,1
1,3,14.11,-0.28,570.3,892.36,0.12,0,1,0.12,1
0,2,16.63,-4.66,996.92,650.97,0.81,0,0,0.81,-1
2,0,5.03,-0.06,713.85,1120.06,0.53,1,2,0.32,-1
3,3,16.08,-3.42,74.4,922.48,0.52,0,3,0.52,-1
1,3,7.13,-0.14,683.56,394.64,0.94,1,2,0.16,-1
0,3,2.98,0.94,542.94,252.85,0.15,1,0,0.15,1
3,3,11.75,-2.01,1101.86,95.32,0.04,1,1,0.2,1
1,0,12.4,-3.74,540.77,1014.68,0.63,0,1,0.63,-1
0,2,8.78,-0.92,401.43,547.53,0.24,0,0,0.24,1
2,2,13.16,2.61,207.32,380.23,0.13,0,2,0.13,1
0,2,14.64,0.24,24.96,1107.86,0.07,1,0,0.31,-1
2,1,5.74,-2.72,825.91,1079.3,0.53,1,1,0.71,-1
3,3,5.6,-3.08,406.55,360.16,0.65,0,3,0.65,-1
1,0,5.39,2.26,940.37,966.31,0.9,1,1,0.68,-1
1,1,2.47,0.77,1022.28,1192.76,0.21,1,0,0.39,1
3,0,1.75,2.54,1066.59,735.18,0.89,0,3,0.89,1
0,2,16.27,-2.63,320.68,235.07,0.5,0,0,0.5,-1
0,2,9.14,0.46,1028.08,635.84,0.32,1,0,0.23,1
1,1,0.73,-3.54,847.98,1090.58,0.18,1,1,0.13,1
0,1,4.45,0.5,1013.78,343.44,0.84,1,1,0.26,1
0,3,4.24,-4.08,362.86,1073.85,0.06,0,0,0.06,1
0,1,16.08,-2.61,1091.16,1158.02,0.37,1,1,0.09,1
1,1,4.47,-1.54,181.46,625.64,0.62,1,0,0.43,-1
3,0,6.05,-0.53,732.63,464.02,0.54,0,3,0.54,-1
2,3,1.36,2.57,930.52,609.97,0.67,0,2,0.67,-1
3,0,10.8,2.33,438.96,240.72,0.83,0,3,0.83,-1
1,0,4.39,-1.13,242.69,98.58,0.42,0,1,0.42,-1
3,0,15.84,-3.4,583.15,378.21,0.99,0,3,0.99,-1
3,0,3.85,-4.66,942.2,851.56,0.49,0,3,0.49,-1
0,2,3.18,-0.44,111.48,898.87,1.0,0,0,1.0,-1
3,3,8.36,-3.21,246.62,699.74,0.11,1,0,0.88,-1
1,3,8.94,-0.94,635.82,74.64,0.54,1,1,0.94,-1
0,3,2.74,-3.61,1138.56,949.73,0.65,1,1,0.06,1
3,3,9.89,-3.19,948.91,835.46,0.45,0,3,0.45,-1
1,0,14.15,-3.81,624.47,707.99,0.51,0,1,0.51,-1
1,0,8.04,2.27,821.85,413.27,0.24,1,2,0.79,1
0,2,1.64,-1.45,1105.51,923.6,0.57,0,0,0.57,-1
0,3,0.74,-2.07,280.38,605.36,0.92,0,0,0.92,-1
1,3,7.8,-3.46,419.95,979.66,0.65,0,1,0.65,-1
0,3,9.61,1.97,493.2,527.29,0.77,0,0,0.77,-1
3,0,6.04,-1.0,1119.33,1156.72,0.96,0,3,0.96,1
0,3,1.44,-1.16,327.37,810.91,0.43,0,0,0.43,-1
0,0,9.02,-2.33,69.83,914.37,0.6,1,2,0.82,-1
2,0,14.04,-1.5,265.67,265.21,0.7,0,2,0.7,-1
0,1,14.72,-4.3,770.54,494.85,0.97,1,2,0.03,-1
1,2,11.03,-4.96,939.14,411.02,0.97,0,1,0.97,-1
3,0,16.88,1.47,1050.83,1140.49,1.0,0,3,1.0,1
1,1,16.22,-2.81,1166.15,219.08,0.51,1,2,0.69,1
2,2,1.97,-4.47,539.41,757.25,0.79,0,2,0.79,-1
2,1,0.69,-1.25,778.72,196.35,0.55,0,2,0.55,-1
3,3,3.97,-1.21,1162.27,633.7,0.5,0,3,0.5,-1
3,1,14.64,1.87,432.14,793.13,0.52,1,2,0.34,-1
1,1,5.73,3.0,1114.54,611.22,0.87,0,1,0.87,1
2,2,16.2,-3.32,391.61,562.57,0.68,1,0,0.87,-1
1,1,15.48,2.35,176.7,272.36,0.38,0,1,0.38,1
0,2,17.98,2.15,857.2,888.04,0.41,0,0,0.41,1
1,1,16.22,-4.2,918.55,394.26,0.2,1,0,0.71,1
2,2,12.19,-0.19,521.72,111.33,0.2,0,2,0.2,1
1,3,13.65,-0.24,563.31,167.88,0.7,0,1,0.7,-1
2,3,15.63,-2.89,1010.72,52.37,0.19,1,1,0.78,1
1,0,17.39,2.37,907.78,248.09,0.63,0,1,0.63,1
3,3,0.62,-1.09,1030.92,333.12,0.83,0,3,0.83,-1
0,2,0.15,-3.84,677.03,635.15,0.6,1,1,0.31,-1
2,3,0.25,-2.78,743.64,623.96,0.12,1,0,0.11,1
1,3,14.35,2.69,751.69,343.1,0.41,1,0,0.45,-1
1,1,2.59,2.82,300.22,747.16,0.3,1,0,0.22,1
1,3,6.15,-3.95,632.65,835.11,0.23,0,1,0.23,1
0,0,4.03,-1.54,772.12,38.75,0.08,0,0,0.08,1
2,0,13.97,1.89,1182.68,1154.04,0.48,0,2,0.48,1
0,1,1.62,-4.77,850.0,844.53,0.7,0,0,0.7,-1
3,1,8.99,-2.31,215.2,169.53,0.36,1,0,0.42,-1
0,0,16.53,-2.3,447.29,1184.35,0.05,1,1,0.35,1
2,3,17.91,-4.99,1053.63,567.86,0.11,0,2,0.11,1
0,1,14.61,-3.47,875.37,771.66,0.37,0,0,0.37,-1
2,2,6.33,-4.34,508.51,854.25,0.07,1,2,0.65,-1
3,1,0.84,0.3,229.65,975.38,0.68,0,3,0.68,-1
2,3,13.76,-3.32,947.11,1070.68,0.24,0,2,0.24,1
3,0,15.72,-1.1,230.15,428.66,0.89,0,3,0.89,-1
1,0,6.48,1.16,75.27,193.69,0.39,0,1,0.39,-1
2,0,10.98,2.81,668.9,783.64,0.11,1,2,0.01,1
2,1,12.26,-1.72,287.24,49.91,0.76,0,2,0.76,-1
1,2,6.07,-1.3,1159.01,976.83,0.2,1,1,0.42,1
0,0,3.56,0.5,310.67,654.0,0.08,1,1,0.68,-1
2,0,13.82,-4.7,1166.97,1126.93,0.74,0,2,0.74,1
3,1,0.13,-1.71,517.51,369.63,0.52,0,3,0.52,-1
2,1,1.19,-0.33,858.7,787.42,0.69,1,2,0.19,-1
0,1,11.65,-1.1,932.81,463.76,0.71,1,1,0.61,-1
0,1,5.11,-4.11,617.76,99.11,0.05,0,0,0.05,1
1,2,6.03,-4.01,755.18,1189.59,0.04,1,0,0.56,-1
1,1,11.45,0.47,322.39,93.77,0.27,1,1,0.04,1
0,1,0.21,-2.77,571.98,951.83,0.47,0,0,0.47,-1
1,1,5.14,-4.8,556.98,992.23,0.51,0,1,0.51,-1
1,0,17.52,0.89,496.01,389.31,0.5,0,1,0.5,-1
3,1,8.94,0.63,982.03,349.45,0.18,0,3,0.18,1
0,1,5.13,-1.53,656.75,772.98,0.54,0,0,0.54,-1
1,2,9.85,2.68,105.38,506.09,0.71,0,1,0.71,-1
3,2,6.93,-1.06,43.97,378.04,0.86,1,0,0.26,-1
3,2,13.69,-4.3,1144.54,448.4,0.43,0,3,0.43,-1
3,0,11.4,2.78,661.83,404.58,0.95,1,2,0.87,-1
3,3,15.8,-2.37,176.26,837.01,0.57,1,0,0.74,-1
0,2,11.92,-3.23,897.9,95.28,0.79,0,0,0.79,-1
3,1,4.0,-1.48,674.23,1166.14,0.99,0,3,0.99,-1
3,1,15.25,2.38,204.25,643.88,0.88,0,3,0.88,-1
2,2,16.66,-1.58,909.41,719.96,0.93,0,2,0.93,-1
1,2,15.69,-0.12,1050.47,619.1,0.36,0,1,0.36,1
0,3,5.33,-1.9,226.23,95.34,0.88,1,2,0.62,-1
1,0,15.33,-1.36,638.41,59.96,0.24,1,1,0.24,1
2,1,11.39,1.32,187.74,266.5,0.32,1,2,0.08,1
2,2,11.63,-1.09,870.97,345.96,0.08,0,2,0.08,1
0,3,10.25,2.79,768.51,948.69,0.46,0,0,0.46,-1
3,1,7.04,2.62,485.34,1014.08,0.5,0,3,0.5,1
1,2,10.45,1.74,892.28,152.9,0.79,1,2,0.29,-1
1,0,5.02,-1.34,618.47,51.88,0.69,1,2,0.34,-1
3,3,1.1,-2.83,184.99,479.37,0.8,0,3,0.8,-1
2,0,2.61,-3.33,75.35,335.98,0.74,1,2,0.66,-1
3,2,11.34,-3.77,1121.19,1008.76,0.33,1,2,0.57,1
1,1,1.69,-2.15,115.88,501.95,0.92,0,1,0.92,-1
1,2,8.27,-2.4,512.53,85.13,0.15,0,1,0.15,1
1,0,17.42,-2.97,1153.78,528.39,0.71,1,2,0.87,1
3,3,7.17,1.8,558.31,970.59,0.44,0,3,0.44,-1
0,3,1.69,2.68,352.82,379.27,0.34,1,1,0.79,1
0,3,6.91,-2.26,658.9,877.18,0.86,0,0,0.86,-1
0,0,4.69,1.19,833.07,1149.32,0.98,1,0,0.9,-1
3,2,8.85,1.28,59.15,50.04,0.08,1,1,0.71,-1
1,2,10.2,-3.73,347.2,1138.92,0.08,1,2,0.2,1
2,0,1.6,-1.97,1184.04,1040.89,0.01,1,2,0.95,1
3,3,16.06,2.15,491.57,210.15,0.25,0,3,0.25,1
1,3,2.51,0.83,1157.04,482.43,0.56,0,1,0.56,-1
1,0,7.91,-3.88,1130.39,437.71,0.52,0,1,0.52,-1
1,1,0.08,1.87,808.51,1025.61,0.92,0,1,0.92,-1
0,3,5.54,-0.25,695.26,671.8,0.61,0,0,0.61,-1
3,1,10.97,-1.6,293.31,684.28,0.91,0,3,0.91,-1
0,1,16.79,-1.71,673.4,52.68,0.73,0,0,0.73,-1
0,0,14.76,-1.64,253.88,944.39,0.67,1,0,0.74,-1
2,2,17.58,-2.06,712.43,673.78,0.73,1,0,0.91,-1
2,3,6.91,1.28,223.52,656.2,0.97,1,1,0.36,-1
2,1,16.22,-4.56,381.68,770.81,0.19,0,2,0.19,1
0,0,12.13,-0.14,551.21,1025.34,0.56,1,1,0.42,-1
2,0,11.22,1.81,337.63,919.12,0.34,0,2,0.34,-1
3,1,0.93,0.82,260.29,1063.74,0.46,1,2,0.12,-1
0,1,5.49,-1.37,989.84,510.58,0.06,1,2,0.73,-1
0,2,9.63,-0.91,734.51,138.14,0.09,1,0,0.74,-1
2,0,9.33,0.86,859.45,897.75,0.56,1,2,0.45,-1
1,3,12.63,-0.6,918.27,828.39,0.17,0,1,0.17,1
3,2,16.25,1.53,494.94,572.83,0.29,1,0,0.8,1
0,0,2.68,-3.88,120.19,753.07,0.21,1,2,0.11,1
0,2,8.79,-4.28,696.36,893.33,0.71,0,0,0.71,-1
3,3,8.65,1.8,488.95,864.33,0.66,1,1,0.91,-1
3,3,9.44,-0.36,1113.37,489.95,0.95,1,1,0.34,-1
2,3,2.98,-0.68,81.76,1010.27,0.64,0,2,0.64,-1
1,2,14.9,-4.24,447.34,453.92,0.38,1,0,0.55,-1
0,2,10.75,-4.32,167.43,1017.66,0.76,1,0,0.77,-1
1,2,6.19,-4.56,359.34,704.89,0.63,0,1,0.63,-1
2,1,5.02,2.4,730.09,1191.06,0.4,1,2,0.79,-1
3,1,11.17,-4.86,1140.26,166.92,0.83,0,3,0.83,-1
1,3,15.84,0.42,368.4,898.42,0.24,0,1,0.24,1
1,3,7.01,2.93,769.11,920.17,0.97,1,0,0.55,-1
0,3,1.4,1.7,782.25,232.21,0.04,1,0,0.01,1
2,1,9.18,-0.63,426.7,643.04,0.17,0,2,0.17,1
0,0,3.29,-2.52,1040.12,578.12,0.01,1,1,0.99,1
3,1,10.65,-1.91,434.59,557.49,0.24,0,3,0.24,1
2,3,4.44,-2.56,761.79,85.57,0.79,1,0,0.59,-1
0,1,1.27,1.61,126.5,639.25,0.4,1,1,0.47,-1
0,3,10.43,0.67,500.67,290.56,0.82,0,0,0.82,-1
1,0,7.22,1.44,492.09,306.82,0.63,1,0,0.11,-1
0,1,5.62,1.33,771.33,774.6,0.15,1,0,0.69,-1
3,0,11.76,-1.19,293.88,171.72,0.55,0,3,0.55,-1
0,0,2.24,-4.17,981.5,310.73,0.74,0,0,0.74,-1
1,0,2.11,-2.09,1117.03,117.29,0.74,1,0,0.01,1
2,1,14.7,-2.82,85.08,89.84,0.83,1,2,0.44,-1
0,3,0.41,0.85,644.06,1179.66,0.11,0,0,0.11,1
2,1,10.55,-0.45,556.85,499.36,0.49,1,0,0.21,-1
2,3,3.81,-2.66,1003.05,337.72,0.5,1,1,0.77,-1
3,1,8.48,-2.31,378.6,250.44,0.04,1,2,0.09,1
0,3,10.94,0.83,851.72,696.46,0.81,1,2,0.64,-1
3,0,5.72,2.91,803.4,557.43,0.22,1,1,0.25,1
0,3,3.26,0.22,1184.12,685.55,0.38,1,0,0.95,1
2,0,10.05,-2.57,1114.7,1118.63,0.16,1,1,0.56,1
1,1,3.73,-1.78,893.53,831.68,0.15,0,1,0.15,1
2,3,13.14,-4.89,204.03,818.58,0.1,1,0,0.12,1
2,2,12.31,2.96,162.76,464.26,0.62,1,2,0.51,-1
0,0,2.02,2.21,448.48,350.8,0.05,0,0,0.05,1
3,2,12.55,2.12,249.85,683.29,0.74,0,3,0.74,-1
3,3,5.64,-2.86,572.05,509.47,0.1,1,2,0.79,-1
2,0,3.46,-1.8,857.25,414.3,0.02,1,2,0.73,-1
3,0,9.09,2.12,334.64,618.47,0.31,1,2,0.16,1
3,2,10.94,2.23,893.8,40.59,0.15,0,3,0.15,1
3,0,7.63,-4.94,985.22,1153.72,0.65,0,3,0.65,-1
1,3,15.7,-2.0,774.68,521.32,0.04,1,2,0.85,-1
2,0,11.32,-1.45,641.35,712.49,0.76,1,0,0.1,-1
1,3,9.03,-3.13,607.4,922.65,0.16,1,2,0.46,-1
0,1,12.37,0.07,1029.44,998.39,0.07,0,0,0.07,1
1,0,17.76,-3.97,631.69,412.64,0.41,1,0,0.17,1
3,3,14.85,2.57,417.32,847.72,0.67,0,3,0.67,-1
2,3,4.19,2.53,1058.69,882.44,0.78,1,2,0.23,1
0,2,2.03,1.2,943.85,197.05,0.58,0,0,0.58,-1
1,2,3.17,-3.02,533.15,343.82,0.66,1,1,0.45,-1
0,0,11.05,-0.2,554.21,71.02,0.56,0,0,0.56,-1
1,0,1.87,-1.94,506.04,936.82,0.6,1,2,0.78,-1
0,0,15.76,-4.96,707.84,1138.21,0.77,0,0,0.77,-1
0,0,12.16,-4.73,1028.34,968.04,0.41,0,0,0.41,-1
3,3,6.0,-1.28,915.2,232.63,0.2,1,2,0.63,-1
1,0,10.54,1.05,785.47,1167.99,0.59,0,1,0.59,-1
1,1,3.82,0.61,110.87,121.45,0.38,1,2,0.91,-1
2,3,4.26,2.1,412.63,611.31,0.98,0,2,0.98,-1
3,2,0.38,1.22,21.49,1108.92,0.27,0,3,0.27,1
1,1,0.23,-0.63,83.94,1037.82,0.05,1,2,0.97,-1
2,2,1.74,0.42,1195.22,730.46,0.48,0,2,0.48,-1
1,1,3.24,2.26,268.55,819.61,0.99,0,1,0.99,-1
1,3,11.62,0.9,460.48,937.99,0.14,1,2,0.82,-1
0,1,12.63,-4.52,1116.24,919.91,0.62,1,2,0.22,1
1,3,4.1,1.88,856.32,424.77,0.66,0,1,0.66,-1
0,3,12.5,2.52,105.53,887.73,0.07,1,1,0.39,1
3,3,17.28,1.57,677.89,84.16,0.35,0,3,0.35,1
1,3,5.87,-4.74,1059.59,909.45,0.59,1,1,0.71,-1
3,3,14.73,-4.3,841.66,35.78,0.52,0,3,0.52,-1
3,0,3.68,-1.19,624.29,546.16,0.25,1,1,0.07,1
1,0,8.58,-4.83,245.07,227.98,0.12,0,1,0.12,1
0,2,13.48,-4.99,1040.59,515.83,0.36,1,0,0.53,1
1,3,4.95,-4.19,292.54,712.59,0.14,0,1,0.14,1
3,1,7.51,-3.56,754.51,129.95,0.08,0,3,0.08,1
2,3,14.17,2.42,951.48,469.55,0.83,0,2,0.83,-1
0,2,9.33,0.68,81.92,969.37,0.13,0,0,0.13,1
3,0,2.69,1.24,526.89,808.73,0.66,1,2,0.17,-1
0,2,5.71,-3.32,521.95,1178.04,0.72,0,0,0.72,-1
2,3,7.93,0.24,751.8,49.65,0.04,1,1,0.61,-1
2,1,0.49,-2.82,774.05,807.69,0.43,1,2,0.37,-1
3,2,5.97,1.95,50.76,1093.95,0.51,1,0,0.05,-1
1,1,9.93,-1.79,809.26,922.41,0.93,0,1,0.93,-1
0,0,1.82,-1.12,422.77,1162.96,0.65,1,2,0.97,-1
3,2,17.26,2.22,678.11,489.16,0.39,1,2,0.02,1
1,1,0.63,2.95,596.33,374.54,0.43,0,1,0.43,-1
3,2,10.98,-2.48,877.91,987.47,0.7,0,3,0.7,-1
1,1,12.48,0.6,286.52,26.77,0.45,0,1,0.45,-1
1,0,4.95,-0.29,217.71,86.58,0.22,1,0,0.59,-1
3,2,9.72,-4.34,974.54,1044.17,0.82,0,3,0.82,-1
2,1,5.31,-0.23,403.2,644.23,0.07,0,2,0.07,1
3,0,7.53,-2.85,809.07,46.07,0.13,0,3,0.13,1
0,2,11.7,-4.62,421.66,23.36,0.82,0,0,0.82,-1
